,u,v,distance(m),street type,speed(km/h)
24778,580321425,581764827,406,0,10
24779,580321425,581760972,36,1,15
24780,580321426,580321425,37,1,15
24781,580321426,581788678,40,2,20
24782,580321426,580320373,925,2,20
24783,3306881184,6167285761,5,2,20
24784,3306881184,2266560308,45,1,15
24785,306905245,710042045,15,2,20
24786,306905245,634774943,12,1,15
24787,306905245,41675607,101,0,10
24788,60096724,60096725,11,1,15
24789,60096724,60096790,97,2,20
24790,60096724,60095043,31,2,20
24791,60096724,576831013,210,0,10
24792,60096725,60095043,33,2,20
24793,60096725,60096788,52,2,20
24794,60096725,60096724,11,1,15
24795,60096725,60096789,56,0,10
24796,306905310,571460260,26,1,15
24797,306905310,310727923,243,1,15
24798,306905333,306905245,96,0,10
24799,60096788,576830453,46,0,10
24800,60096788,60096725,52,0,10
24801,60096788,60096789,66,1,15
24802,60096788,576834725,37,2,20
24803,60096789,60088704,96,2,20
24804,60096789,60096790,52,2,20
24805,60096789,60096788,66,1,15
24806,60096789,60096725,56,1,15
24807,60096790,576831352,59,1,15
24808,60096790,60096789,52,1,15
24809,60096790,60095042,18,1,15
24810,60096790,60096724,97,2,20
24811,331415844,331415845,40,1,15
24812,331415844,250933662,35,1,15
24813,331415845,2877340267,100,2,20
24814,331415845,250933571,48,2,20
24815,331415845,250933576,72,2,20
24816,60096860,5922126223,72,1,15
24817,60096860,575470188,147,2,20
24818,60096860,579402725,125,2,20
24819,60096860,153758691,115,2,20
24820,3729981790,746917827,1,2,20
24821,3729981790,746917826,16,1,15
24822,3729981790,5109337886,87,1,15
24823,60096961,3967630091,83,1,15
24824,60096987,3967630082,98,2,20
24825,60096991,579494469,157,0,10
24826,60096991,579499715,91,0,10
24827,60096991,579490859,161,2,20
24828,60096993,55931054,44,1,15
24829,60096993,2347007234,45,2,20
24830,60096993,579506290,54,1,15
24831,60096993,579499715,121,0,10
24832,136511965,136511987,40,1,15
24833,136511965,2188421311,34,0,10
24834,709951980,2347234661,5,1,15
24835,709951980,634777957,269,1,15
24836,709951980,709951248,121,1,15
24837,3806003698,3365775177,75,2,20
24838,3806003698,531390710,7,2,20
24841,136511987,136511965,40,2,20
24842,60097014,579502235,71,0,10
24843,60097014,1457641746,237,0,10
24844,60097014,579500431,84,2,20
24845,60097042,3967630087,71,1,15
24846,60097043,579498335,21,1,15
24847,60097043,2086696164,123,1,15
24848,60097043,3967630087,148,0,10
24849,60097046,579499162,43,0,10
24850,60097046,579500430,22,1,15
24851,60097046,2086696164,156,0,10
24852,6167265864,2020835025,3,1,15
24853,6167265864,6167265872,132,1,15
24854,6167265864,6167344367,75,1,15
24855,6167265865,3313134377,9,1,15
24856,6167265865,591431024,6,1,15
24857,6167265865,2383211235,5,2,20
24858,6167265866,5827671677,4,1,15
24859,6167265866,6167265867,104,1,15
24860,6167265866,591431024,102,0,10
24861,6167265867,6167265868,9,2,20
24862,6167265867,6167265866,104,1,15
24863,6167265867,6167191738,65,1,15
24864,6167265867,6167191737,4,1,15
24865,6167265868,2383211232,7,2,20
24866,6167265868,6167265869,4,0,10
24867,6167265868,6167265867,9,1,15
24868,6167265869,2383211230,8,1,15
24869,6167265869,6167265870,4,1,15
24870,6167265869,6167265868,4,0,10
24871,2936341076,294627810,262,1,15
24872,2936341076,2936341079,4,0,10
24873,2936341076,2936341080,6,1,15
24874,2936341076,294622368,66,0,10
24875,6167265876,1838361821,9,0,10
24876,6167265876,6167413259,104,0,10
24877,6167265876,6167265872,108,1,15
24878,6167265878,2383211221,7,2,20
24879,6167265878,6167265879,2,1,15
24880,6167265878,6167413259,12,1,15
24881,6167265879,2383211218,7,1,15
24882,6167265879,176721287,87,1,15
24883,6167265879,6167265880,2,1,15
24884,6167265879,6167265878,2,2,20
24885,6167265880,6167417959,5,1,15
24886,6167265880,6167265879,2,1,15
24887,6167265880,6167344373,208,2,20
24888,6167265881,1838361788,6,1,15
24889,6167265881,6167265882,102,2,20
24890,6167265881,6167417959,110,1,15
24891,6167265882,6167236687,7,1,15
24892,6167265882,6167236686,45,1,15
24893,6167265882,6167265883,8,1,15
24894,6167265882,6167265881,102,0,10
24895,6167265883,1838361787,7,2,20
24896,6167265883,6167265884,12,2,20
24897,6167265883,6167265882,8,1,15
24898,6167265884,245537592,74,0,10
24899,6167265884,6167266585,7,1,15
24900,6167265884,6167265883,12,1,15
24901,2936341079,294622367,66,1,15
24902,2936341079,294628306,197,1,15
24903,2936341079,2769033576,10,1,15
24904,2936341079,2936341076,4,1,15
24905,2936341080,294622369,66,1,15
24906,2936341080,2936341076,6,0,10
24907,2936341080,2768639319,73,2,20
24908,2936341080,576879030,238,1,15
24909,2936341082,2769033576,6,2,20
24910,2936341082,294627565,55,0,10
24912,2936341082,294627698,262,1,15
24913,2936341084,2936341081,190,1,15
24915,2936341084,2936341078,5,1,15
24917,2936341084,591435914,11,2,20
24919,3134390901,3134391072,8,1,15
24921,3134390901,4847645686,78,0,10
24923,1497170573,577455271,15,1,15
24924,1497170573,331421479,77,2,20
24925,1497170573,266739858,52,0,10
24926,122749619,122752041,64,1,15
24927,122749619,1224869049,48,2,20
24928,122749676,635529684,7,1,15
24929,122749676,1224856497,6,1,15
24930,122749676,1224869056,13,1,15
24931,163643138,163643157,65,2,20
24933,163643138,163654180,76,0,10
24935,3134391072,5559350708,12,2,20
24936,3134391072,3134390901,8,2,20
24938,3134391072,4847645685,33,1,15
24941,5421990706,5421990708,3,1,15
24942,5421990708,2455223905,1183,1,15
24943,5421990708,2455200662,591,1,15
24944,5421990708,5421990706,3,1,15
24945,306381654,5785557617,102,2,20
24946,306381654,125386156,84,1,15
24947,306381654,2385153634,9,0,10
24948,306381655,2385153634,200,1,15
24949,60097369,2936361940,37,2,20
24950,60097369,2577925392,332,0,10
24951,777716590,488879338,32,1,15
24952,777716590,777717019,14,2,20
24953,777716590,777717014,31,0,10
24954,400753521,579999037,5,1,15
24955,400753521,202761490,99,0,10
24956,400753521,579999137,225,0,10
24957,400753521,702376470,39,2,20
24958,306381688,4807112215,68,1,15
24960,306381688,4807112214,28,0,10
24962,122749830,277125478,7,2,20
24963,122749830,1224869065,7,0,10
24964,122749830,1224869095,14,1,15
24965,400753550,202759180,5,2,20
24966,400753550,401416147,76,1,15
24967,400753550,579999037,117,1,15
24968,2291073957,6167289312,9,1,15
24969,2291073957,2181268826,14,2,20
24970,2291073960,6167289314,5,0,10
24971,2291073960,2181268848,5,0,10
24972,2291073960,6167279406,38,0,10
24973,400753574,581775087,37,1,15
24974,400753574,580001776,7,0,10
24975,400753574,202772778,108,2,20
24976,400753574,401416162,49,1,15
24977,2291073966,6167289298,3,1,15
24978,2291073966,2181275337,3,0,10
24979,2291073966,2841675052,94,1,15
24980,2291073968,6167289297,3,1,15
24981,2291073968,2181275331,2,1,15
24982,2291073968,2291073966,45,2,20
24983,581764017,580321417,31,2,20
24984,581764017,581752738,365,1,15
24985,581764017,581762848,275,0,10
24986,2291073981,6167285783,3,1,15
24987,2291073981,2181268837,7,2,20
24988,2291073981,2291073982,37,1,15
24989,2291073982,6167285782,3,1,15
24990,2291073982,2181268853,7,1,15
24991,2291073982,2181268844,114,1,15
24992,2291073989,6167285765,2,2,20
24993,2291073989,2181275333,4,0,10
24994,2291073989,6167279397,74,1,15
24995,2291073990,33085576,47,2,20
24996,2291073990,2181275327,3,1,15
24997,2291073990,2291073989,52,1,15
24998,2291073995,2181268828,7,1,15
24999,2291073995,2291073996,34,2,20
25000,2291073995,103116463,104,1,15
25001,2291073996,2181268833,7,2,20
25002,2291073996,6167278774,3,1,15
25003,2291073996,2291073997,39,2,20
25004,2291073997,103121701,32,0,10
25005,2291073997,2181268840,6,2,20
25006,2291073997,6167278775,12,1,15
25007,2291073998,1833115017,2,0,10
25008,2291073998,1492152182,6,2,20
25009,2291073998,1492153099,8,0,10
25010,2291073998,6167285761,166,1,15
25011,2291074004,6167278773,3,1,15
25012,2291074004,1492145822,5,1,15
25013,2291074004,6167278778,48,0,10
25014,2291074006,1492145773,5,1,15
25015,2291074006,1492149394,7,1,15
25016,2291074009,1492145781,6,1,15
25017,2291074009,6167278772,8,2,20
25018,2291074009,1492149402,7,1,15
25019,4716823526,1960476797,5,1,15
25022,4716823526,247532603,81,2,20
25024,4716823526,4716795394,3,1,15
25025,2207974389,781093481,2,1,15
25026,2207974389,780982758,219,0,10
25027,2207974398,781137525,4,2,20
25028,2207974398,781137430,4,2,20
25029,2207974398,3218293525,46,1,15
25030,2207974405,781137162,4,0,10
25031,2207974405,4460254048,120,1,15
25032,2207974407,2365009329,3,2,20
25033,2207974407,2207974405,10,0,10
25034,207078598,2184616722,22,1,15
25036,207078598,1430628360,101,1,15
25038,2266563639,259616751,115,1,15
25039,2266563639,2266563642,40,0,10
25040,2266563642,35354279,74,1,15
25041,2266563642,3306876678,60,0,10
25042,60097600,1621189042,6,2,20
25043,60097600,1131986101,17,1,15
25044,2266563659,2266563663,14,2,20
25045,2266563659,2266563662,17,1,15
25046,2266563661,30467855,36,1,15
25047,2266563662,3306876678,9,1,15
25048,2266563662,3306876676,7,1,15
25049,2266563662,4952477289,58,1,15
25050,2266563663,2266563661,21,1,15
25051,2266563663,3306876680,8,1,15
25052,575472740,60096380,28,1,15
25053,575472740,575472747,40,2,20
25054,575472740,576824195,87,1,15
25055,575472747,575472740,40,1,15
25056,575472747,60096380,32,1,15
25057,575472747,576824180,62,2,20
25058,575472747,576824420,75,2,20
25059,5221319826,5221319827,44,0,10
25060,5221319826,582800631,25,1,15
25061,5221319826,582798849,41,1,15
25062,5221319826,579402276,130,0,10
25063,5221319827,5221319826,44,1,15
25064,5221319827,575469226,292,2,20
25065,5221319827,582798849,8,0,10
25066,5221319827,582800632,62,0,10
25067,2272199916,2776396932,4,0,10
25068,2272199916,2776396947,5,1,15
25069,2272199916,2272199917,14,2,20
25070,2272199917,2776396939,5,0,10
25071,2272199917,2776396937,4,2,20
25072,2272199917,2272199916,14,2,20
25073,2272199917,4391665571,12,1,15
25074,2272199918,2776396935,5,0,10
25075,2272199918,2776396945,4,1,15
25076,2272199918,2272199919,15,2,20
25077,2272199918,4391665566,12,0,10
25078,2272199919,2776396944,4,2,20
25079,2272199919,2776396941,5,0,10
25080,2272199919,2272199918,15,1,15
25081,3555788038,3555788059,41,1,15
25082,3555788038,202761490,252,1,15
25083,3555788059,3555802212,320,0,10
25084,3555788059,3555788057,129,0,10
25085,6167266588,245537580,26,0,10
25086,6167266588,6167266589,22,1,15
25087,6167266588,6167266587,33,1,15
25088,6167266589,245537580,34,1,15
25089,6167266589,6167266590,16,1,15
25090,6167266589,6167266588,22,0,10
25091,6167266590,245537564,107,1,15
25092,6167266590,6167266591,7,0,10
25093,6167266590,6167266589,16,1,15
25094,6167266591,1558806055,10,2,20
25095,6167266591,6167266592,95,1,15
25096,6167266591,6167266590,7,1,15
25097,6167266591,4120677317,57,1,15
25098,6167266592,6167266650,9,0,10
25099,6167266592,6167266649,4,1,15
25100,6167266592,3367904411,11,2,20
25101,6167266592,6167266591,95,0,10
25102,6167266592,4120677317,57,2,20
25103,6167266593,2383211203,10,0,10
25104,6167266593,6167266594,4,2,20
25105,6167266593,3367904411,5,0,10
25106,6167266594,4238873970,52,0,10
25107,6167266594,6167266595,5,1,15
25108,6167266594,6167266593,4,1,15
25109,3555788060,3555788038,88,2,20
25110,581764394,581764827,27,2,20
25111,581764394,581760975,302,1,15
25112,581764394,581760972,346,2,20
25113,6167266600,2183273512,3,1,15
25114,6167266600,6167266601,13,2,20
25115,6167266600,6167266643,12,2,20
25116,6167266601,6167266600,13,1,15
25117,6167266601,1725216895,134,2,20
25118,6167266601,6125904515,65,1,15
25119,6167266606,1457647365,20,1,15
25120,6167266606,6167266607,105,1,15
25121,6167266606,591431022,104,0,10
25122,6167266607,2193369809,9,1,15
25123,6167266607,6167266606,105,0,10
25124,6167266607,6167191732,7,1,15
25125,6167266607,6167191731,13,1,15
25126,6167266608,174789329,27,0,10
25127,6167266608,6167413262,104,2,20
25128,6167266608,2699707720,72,0,10
25129,6167266609,6167266610,2,2,20
25130,6167266609,6167413262,13,0,10
25131,6167266609,6167441065,209,1,15
25132,6167266610,6167441064,209,2,20
25133,6167266610,2383211223,7,0,10
25134,6167266610,6167266611,2,0,10
25135,6167266610,6167266609,2,2,20
25136,6167266611,2383211220,7,2,20
25137,6167266611,6167417953,6,1,15
25138,6167266611,6167266610,2,0,10
25139,6167266612,1390338434,6,1,15
25140,6167266612,1390338440,3,1,15
25141,6167266612,6167266613,77,2,20
25142,6167266612,6167417953,23,0,10
25143,6167266613,1038589049,679,1,15
25144,6167266613,6167266614,11,2,20
25145,6167266613,6167266612,77,1,15
25146,6167266613,1030460066,434,1,15
25147,6167266622,2841675062,6,1,15
25148,6167266622,6167266623,5,1,15
25149,6167266622,6167289289,10,1,15
25150,6167266623,2190625303,6,2,20
25151,6167266623,6167266624,1,2,20
25152,6167266623,6167266622,5,2,20
25153,6167266624,6167266625,3,1,15
25154,6167266624,6167266623,1,0,10
25155,6167266624,2190625303,6,1,15
25156,6167266625,2383211205,6,0,10
25157,6167266625,6167266626,2,0,10
25158,6167266625,6167266624,3,1,15
25159,6167266617,1838361790,9,2,20
25160,6167266617,6167266618,7,1,15
25161,6167266617,6167266616,12,1,15
25162,6167266627,2190625300,4,2,20
25163,6167266627,6167289290,7,0,10
25164,6167266627,6167266626,3,0,10
25165,589759812,301542599,6,1,15
25166,589759812,122817669,4,2,20
25167,589759812,589760032,15,1,15
25168,6167266631,313278217,62,1,15
25169,6167266631,2183273516,7,0,10
25170,6167266631,6167266632,12,0,10
25171,6167266631,6167266640,12,1,15
25172,6167266626,6167266627,3,1,15
25173,6167266626,6167266625,2,1,15
25174,6167266626,2190625300,5,1,15
25175,6167266632,2183273515,7,1,15
25176,6167266632,6167266631,12,1,15
25177,6167266632,1900234252,62,1,15
25178,6167266632,6167266635,42,1,15
25179,6167266635,775945336,14,1,15
25180,6167266635,6167266636,5,1,15
25181,6167266635,6167266632,42,2,20
25182,6167266636,775945614,7,1,15
25183,6167266636,775945336,10,0,10
25184,6167266636,6167266637,3,0,10
25185,6167266636,6167266635,5,2,20
25186,6167266637,775945614,9,2,20
25187,6167266637,6167266636,3,0,10
25188,6167266637,6167266639,33,2,20
25189,6167266640,5982185662,7,2,20
25190,6167266640,6167266631,12,1,15
25191,6167266640,6167266644,109,1,15
25192,6167266641,2183290188,12,0,10
25193,6167266641,6167266642,4,1,15
25194,6167266641,5982185662,6,2,20
25195,6167266642,5982185646,6,0,10
25196,6167266642,6167266641,4,1,15
25197,6167266642,2187770689,110,0,10
25198,6167266643,5982185646,5,0,10
25199,6167266643,6167266600,12,1,15
25200,6167266643,6167289296,224,1,15
25201,6167266644,2187770699,7,0,10
25202,6167266644,313278255,30,1,15
25203,6167266644,6167266645,61,1,15
25204,6167266644,6167266640,109,0,10
25205,6167266639,775941689,19,0,10
25206,6167266639,6167266637,33,1,15
25207,6167266639,6125904521,9,2,20
25208,6167266647,6167266648,5,0,10
25209,6167266647,4120677316,47,0,10
25211,6167266648,6167266647,5,1,15
25212,6167266648,6167266649,46,1,15
25213,6167266648,6167344384,157,0,10
25214,6167266649,6167266592,4,2,20
25215,6167266649,6167266648,46,1,15
25216,6167266649,1038084498,392,0,10
25217,6167266649,1012054403,304,2,20
25218,6167266650,3937113701,6,1,15
25219,6167266650,6167266651,4,1,15
25220,6167266650,6167266592,9,1,15
25221,589759832,301542605,14,2,20
25222,589759832,589763533,4,1,15
25223,589759832,589759848,84,1,15
25224,6167266651,6167266652,2,0,10
25225,6167266651,6167266650,4,1,15
25226,6167266651,2187770708,98,0,10
25227,6167266652,3394697653,5,0,10
25228,6167266652,6167266653,1,2,20
25229,6167266652,6167266651,2,2,20
25230,6167266654,6167266655,4,2,20
25231,6167266654,6167266653,2,1,15
25232,6167266654,2187972536,19,2,20
25233,6167266655,6167266620,5,1,15
25234,6167266655,6167266654,4,0,10
25235,6167266655,2187770692,15,2,20
25236,6167266653,6167266654,2,0,10
25237,6167266653,6167266652,1,1,15
25238,6167266653,2187770692,15,1,15
25239,387908963,387921008,22,1,15
25240,387908963,259159793,51,1,15
25241,387908963,387908964,8,1,15
25242,387908964,387908963,8,1,15
25243,589759848,589759894,20,1,15
25244,589759848,1833115725,24,2,20
25245,589759848,589763571,5,1,15
25246,589759867,301544550,15,1,15
25247,589759867,310957028,4,2,20
25248,589759867,589759812,12,2,20
25249,2473002363,310944920,11,1,15
25251,2473002363,723967382,11,0,10
25253,2473002365,2473002367,10,1,15
25255,2473002365,310944920,7,2,20
25257,2473002367,2473002369,14,0,10
25259,2473002367,2473002365,10,1,15
25261,2473002369,310944921,43,2,20
25263,2473002369,2473002367,14,1,15
25265,2473002371,723967382,11,1,15
25267,2473002371,2473002373,5,0,10
25269,3947038102,844472458,4,1,15
25270,3947038102,3947038103,35,0,10
25271,3947038102,844489669,64,2,20
25272,3947038103,560991981,4,1,15
25273,3947038103,3947038102,35,1,15
25275,589759894,1833115725,6,1,15
25276,589759894,589759919,32,0,10
25277,4236838307,634784747,4,1,15
25278,4236838307,634777979,48,2,20
25279,4236838309,635492069,5,2,20
25280,4236838309,5093660193,67,1,15
25281,4236838314,5251259526,67,0,10
25283,4236838314,506049794,26,1,15
25284,4236838314,635501942,67,1,15
25285,589759919,589763616,4,1,15
25286,589759919,589735260,84,1,15
25287,331417007,260907262,143,1,15
25288,331417007,331417008,11,1,15
25289,331417007,331416637,142,0,10
25290,331417008,331417007,11,0,10
25291,331417008,260907244,92,1,15
25292,331417008,260907240,72,2,20
25293,296027574,635530497,123,1,15
25294,711787999,560985136,22,2,20
25296,711787999,711788005,5,1,15
25298,711788005,711787999,5,0,10
25300,711788005,560985135,5,1,15
25302,529204761,529205069,35,0,10
25303,296027679,122736330,182,0,10
25304,296027679,1492131965,195,1,15
25305,589760032,760180199,4,1,15
25306,589760032,589759832,63,2,20
25307,589760032,760180197,8,0,10
25308,296027680,305106971,69,1,15
25309,331417136,260907244,23,2,20
25310,331417136,5902216095,32,1,15
25311,331417136,331417168,73,0,10
25312,529204801,529158784,76,1,15
25313,529204801,529204819,96,1,15
25314,529204801,518287448,52,1,15
25315,296027721,296027574,123,1,15
25316,296027721,1492131951,104,0,10
25317,331417168,331417136,73,0,10
25318,331417168,260907240,115,2,20
25319,331417168,304536720,85,1,15
25320,331417168,349918156,43,0,10
25321,529204819,529205069,26,2,20
25322,529204819,529204801,96,2,20
25323,529204819,529205569,20,2,20
25324,579405400,3788315450,115,0,10
25325,579405400,579393133,20,0,10
25326,579405400,591341189,96,0,10
25329,4957734542,305106878,18,0,10
25330,529204914,529158787,36,2,20
25331,529204914,242400121,22,1,15
25332,529204914,529204972,32,2,20
25333,581764827,580321417,22,0,10
25334,581764827,581764394,27,2,20
25335,581764827,580321425,406,0,10
25336,529204972,529158786,36,0,10
25337,529204972,529205569,38,1,15
25338,529204972,529204914,32,1,15
25339,5636163336,1463620801,10,1,15
25340,5636163336,1463620721,55,0,10
25341,5636163337,1463620639,128,1,15
25342,5636163337,1463620380,7,2,20
25343,702351134,3094967062,7,0,10
25344,702351134,2142179149,95,0,10
25345,702351134,3094967067,61,1,15
25346,709953306,634784031,3,0,10
25347,709953306,2347234661,7,0,10
25348,709953306,310727779,64,0,10
25349,1985546057,137182984,12,2,20
25350,1985546057,3208518281,60,1,15
25351,1985546060,330775681,38,2,20
25352,1985546060,1985546061,11,2,20
25353,1985546061,1725216590,13,0,10
25354,1985546061,2005895269,61,1,15
25355,529205069,529204761,35,0,10
25356,529205069,529204819,26,0,10
25357,529205069,529205079,70,1,15
25358,529205079,277118918,209,1,15
25359,529205079,529205091,5,1,15
25360,529205079,529205069,70,1,15
25361,529205079,529205386,177,0,10
25362,529205091,529205079,5,1,15
25363,529205091,6206952411,46,1,15
25364,3311863660,2672588668,250,0,10
25365,3311863660,151434830,8,2,20
25366,3311863660,248969197,82,1,15
25367,247007089,6167289315,102,2,20
25368,247007089,6167236665,105,1,15
25369,247007089,247007096,39,2,20
25370,247007096,247007099,79,1,15
25371,247007096,247010166,41,2,20
25372,247007099,247007096,79,1,15
25373,938149791,244222119,10,0,10
25374,938149791,767752170,7,1,15
25375,938149791,5096779233,26,0,10
25376,247531432,247531546,19,0,10
25377,247531432,36823680,199,0,10
25378,363399099,245507478,42,2,20
25379,363399099,363399252,23,1,15
25380,363399099,363400584,18,2,20
25381,3555788738,3555802868,64,1,15
25383,3555788738,3555802859,55,1,15
25384,3555788741,3555802866,15,2,20
25385,6097143762,2288769447,33,0,10
25386,6097143762,6097185558,24,1,15
25387,6097143762,6097143764,31,1,15
25388,6097143764,6097185329,26,1,15
25389,6097143764,6097143762,31,2,20
25390,6097143764,2288769476,58,2,20
25391,6097143765,6097185329,4,2,20
25393,6097143765,6097185561,4,1,15
25394,6097143765,2272188045,42,2,20
25395,702351318,3555805915,35,1,15
25396,702351318,3790949323,26,1,15
25397,702351318,3790949308,115,0,10
25398,702351320,702351321,31,1,15
25399,702351320,33366761,13,2,20
25400,702351320,76461995,19,0,10
25401,702351321,702351320,31,2,20
25402,702351321,702351916,19,2,20
25403,702351321,1112411443,118,2,20
25404,493051334,355819078,47,1,15
25405,702351328,3094967067,459,2,20
25406,702351328,702351342,24,2,20
25407,702351328,3790949323,39,2,20
25408,702351342,3790949323,17,1,15
25409,702351342,702351328,24,2,20
25410,702351342,33366761,80,1,15
25411,554240021,844489849,7,1,15
25412,554240021,301544549,7,1,15
25413,554240021,844481986,10,2,20
25414,554240022,844489469,4,0,10
25415,554240022,844489850,6,1,15
25416,554240022,844488785,49,1,15
25417,554240024,554240025,4,1,15
25418,554240024,844462096,9,2,20
25419,554240024,758609360,9,0,10
25420,554240025,554240024,4,1,15
25421,554240025,560988354,4,1,15
25422,554240025,844462100,9,1,15
25423,247531546,247531432,19,0,10
25424,247531546,36823195,14,1,15
25425,247531546,2716423449,42,0,10
25426,529205283,529157849,34,1,15
25427,529205283,529205331,22,2,20
25428,356452387,2086406859,97,2,20
25429,356452387,55859661,8,1,15
25430,356452387,25635442,94,2,20
25431,2383218750,2383218752,21,0,10
25432,2383218750,1879180932,19,1,15
25433,2383218750,871096413,15,1,15
25434,2383218751,2383218753,20,2,20
25435,2383218751,1879206775,27,2,20
25436,2383218751,1879180932,21,1,15
25437,2383218752,2383218753,40,1,15
25438,2383218752,2383218750,21,1,15
25439,2383218752,245493796,36,0,10
25440,2383218753,2383218752,40,2,20
25441,2383218753,1879206769,43,0,10
25442,2383218753,2383218751,20,0,10
25443,2383218753,364329206,115,2,20
25444,5402876184,5402876185,3,2,20
25446,5402876184,5402876183,2,1,15
25448,5402876185,5402876187,3,0,10
25450,5402876185,5402876184,3,0,10
25452,529205331,529158999,215,1,15
25453,529205331,529157850,14,1,15
25454,529205331,529205333,20,1,15
25455,363399252,363399099,23,1,15
25456,363399252,363400139,30,1,15
25457,363399252,5406376885,48,0,10
25458,529205333,529157829,32,2,20
25459,306382946,702363502,13,1,15
25460,306382946,702372647,18,2,20
25461,581765225,3555802228,16,1,15
25462,581765225,3555802212,16,1,15
25463,581765225,580321412,103,1,15
25464,529205386,529205388,17,1,15
25465,529205386,529157838,13,1,15
25466,529205386,529205079,177,1,15
25467,529205388,2090521098,104,2,20
25468,2358053032,370751058,116,1,15
25469,2358053032,370750746,15,1,15
25470,2358053047,3146808084,37,1,15
25471,2358053047,5635979269,13,1,15
25472,5402876208,5402876209,10,2,20
25474,5402876208,5402876207,9,1,15
25476,5402876209,5402876210,10,1,15
25478,5402876209,5402876208,10,1,15
25480,5402876210,5402876214,10,1,15
25482,5402876210,5402876209,10,1,15
25484,5402876213,5402876215,10,2,20
25486,5402876213,5402876214,10,1,15
25488,5402876214,5402876213,10,2,20
25490,5402876214,5402876210,10,1,15
25492,529205569,529158784,83,1,15
25493,529205569,529204819,20,1,15
25494,529205569,529204972,38,2,20
25495,420022663,393115051,68,0,10
25496,420022663,3168663483,3,0,10
25497,420022663,420022670,136,0,10
25498,420022666,248746628,83,2,20
25499,420022666,1404234343,43,1,15
25500,420022666,248746627,61,2,20
25501,420022667,4315827366,6,1,15
25502,420022667,3168663488,46,1,15
25503,420022667,30948030,48,1,15
25504,420022670,248746628,53,1,15
25505,420022670,420022663,136,2,20
25506,420022670,5172636087,48,1,15
25507,420022675,1404234343,38,0,10
25508,420022676,420022685,32,0,10
25510,420022676,420022679,399,0,10
25512,420022679,420022680,78,2,20
25514,420022679,420022676,399,0,10
25516,420022680,420022681,16,1,15
25518,420022680,420022679,78,1,15
25520,420022681,420022683,121,1,15
25522,420022681,420022680,16,1,15
25524,420022683,5171081130,5,1,15
25527,420022683,420022681,121,1,15
25529,420022684,420022685,23,1,15
25531,420022684,2544287191,80,1,15
25533,420022685,420022676,32,1,15
25535,420022685,420022684,23,1,15
25537,529205664,529205673,13,2,20
25538,529205664,2835264525,70,2,20
25539,1224804771,1224804750,16,1,15
25540,1224804771,1224804787,92,0,10
25542,1224804771,1224804757,100,1,15
25543,1224804763,1224804761,4,1,15
25545,1224804763,1224804777,5,0,10
25547,1224804770,1224804759,25,2,20
25549,1224804770,1224804757,11,1,15
25551,529205673,518287448,72,1,15
25552,529205673,529205664,13,0,10
25553,417270188,2372885311,4,1,15
25554,4283908894,2279153645,5,1,15
25555,4283908894,4283908899,67,1,15
25556,417270193,241807193,18,1,15
25557,417270193,547568737,32,1,15
25558,1224804780,1224821975,19,2,20
25560,1224804780,1224821944,13,0,10
25562,1224804787,1224804771,92,1,15
25564,1224804787,1224804788,5,2,20
25566,1224804788,1224804787,5,1,15
25568,1224804788,1224804759,5,0,10
25570,55118295,363385721,29,0,10
25571,55118295,778812532,10,0,10
25572,55118295,363385943,163,2,20
25573,55118298,2384097338,764,1,15
25574,356452831,356452948,37,1,15
25575,667224586,259616712,41,2,20
25576,368380426,331164165,95,1,15
25577,368380426,370241971,50,1,15
25578,702351899,3555802211,25,2,20
25579,702351899,3790949315,17,2,20
25580,702351899,3790949312,12,1,15
25581,306383398,125386169,28,1,15
25583,306383398,4721155495,38,1,15
25585,702351916,301545449,11,0,10
25586,702351916,702351321,19,0,10
25587,702351916,3790949312,10,2,20
25588,356452948,356453318,61,0,10
25589,368380515,368095253,14,1,15
25590,368380515,34160648,709,1,15
25591,368380516,368380515,12,2,20
25592,368380516,2717237177,14,1,15
25593,368380516,368095253,19,1,15
25594,368380517,331143104,37,1,15
25595,368380517,368380518,18,0,10
25596,368380518,140980377,11,0,10
25597,368380518,368380657,92,0,10
25598,3804564092,248746946,45,1,15
25599,3804564092,248746936,69,1,15
25600,3804564094,440051882,46,2,20
25601,3804564094,440051881,45,1,15
25602,3804564094,3804564097,81,2,20
25603,3804564096,440051926,26,2,20
25604,3804564096,440051924,87,2,20
25605,3804564096,3804564097,51,2,20
25606,385026689,385026713,199,1,15
25607,385026689,319860976,24,0,10
25608,385026689,128882501,35,0,10
25609,3804564097,3804564094,81,2,20
25610,3804564097,3804564098,72,0,10
25611,3804564097,3804564096,51,0,10
25612,3804564099,4315827377,39,0,10
25613,3804564099,3804564100,30,2,20
25614,3804564099,356093575,164,2,20
25615,3804564098,3804564097,72,1,15
25616,780995205,3218293533,38,0,10
25617,780995205,777778824,53,1,15
25618,3804564118,4157116167,2,1,15
25619,3804564118,248746968,59,2,20
25620,3804564118,4157116171,35,1,15
25621,385026713,129279518,35,0,10
25622,385026713,129288570,44,0,10
25623,385026713,385026689,199,2,20
25624,385026714,129279833,37,1,15
25625,385026714,129279537,37,0,10
25626,385026714,1033063237,200,2,20
25627,385026714,385026716,79,1,15
25628,385026716,1521014622,44,1,15
25629,385026716,385026714,79,2,20
25630,3804564126,2975262284,202,1,15
25631,3804564126,248746927,52,0,10
