,u,v,distance(m),street type,speed(km/h)
25632,3804564126,248746924,51,2,20
25633,589664981,589664986,45,0,10
25634,589664981,589533714,40,0,10
25635,589664981,1479930082,24,1,15
25636,2358053593,3146808066,101,2,20
25637,2358053593,370750443,15,2,20
25638,368380657,368380659,42,0,10
25639,368380657,1287239241,28,1,15
25640,368380659,368380657,42,2,20
25641,2358053626,370752533,14,1,15
25642,2358053626,370750323,40,2,20
25643,1833110267,6167254925,5,1,15
25644,1833110267,2774214269,19,1,15
25645,1833110268,6167247183,3,0,10
25646,1833110268,1833110304,77,1,15
25647,1833110269,6167247330,9,1,15
25648,1833110269,5827673276,11,2,20
25649,1833110269,6167254914,6,2,20
25650,2358053632,2358053628,53,2,20
25651,2358053632,2358053629,13,2,20
25652,1833110273,741702230,164,1,15
25653,1833110274,136514376,48,1,15
25654,1833110274,2325395502,41,2,20
25655,1833110275,591408272,8,0,10
25656,1833110275,591408716,85,2,20
25657,2358053628,370750442,37,1,15
25658,2358053628,2358053631,13,0,10
25659,1833110277,6167247285,4,1,15
25660,1833110277,1833110275,17,1,15
25661,1833110279,6167254904,6,0,10
25662,1833110279,6167254908,26,1,15
25663,2358053631,2358053629,53,1,15
25664,2358053631,2358053628,13,1,15
25665,1833110282,6167247295,6,2,20
25666,1833110282,591430026,106,1,15
25667,1833110288,6167247293,7,1,15
25668,1833110288,591426700,15,2,20
25669,1833110294,1833110273,16,2,20
25670,1833110294,1833110301,45,1,15
25671,247008025,1985577077,9,1,15
25674,247008025,247008050,29,2,20
25675,1833110298,591431023,8,2,20
25676,1833110298,1838361809,3,1,15
25677,1833110301,6167254928,6,2,20
25678,1833110301,1985557938,17,2,20
25679,1833110304,6167247184,4,1,15
25680,1833110304,1833110277,82,0,10
25681,1833110318,6167247296,6,0,10
25682,1833110318,6167254917,21,2,20
25683,1833110319,6167344504,9,2,20
25684,1833110319,1985557960,14,0,10
25685,247008050,6167236666,69,1,15
25686,247008050,247008025,29,1,15
25687,247008050,1985577077,35,1,15
25688,291965748,3072718448,23,2,20
25689,247008053,6167236666,7,2,20
25690,247008053,247008062,16,2,20
25691,356453177,4694397701,42,0,10
25692,356453177,3216954875,38,0,10
25693,356453177,55859661,29,1,15
25694,247008062,6167236667,7,1,15
25695,247008062,247018098,46,2,20
25696,127601472,387152981,18,2,20
25697,127601472,6206936510,38,1,15
25698,247008065,6167236667,7,0,10
25699,136514376,1833110274,48,1,15
25700,136514376,616939286,3,2,20
25701,136514376,2188421309,31,1,15
25702,214109005,303902567,78,2,20
25703,581765998,2140983798,210,1,15
25705,581765998,3555802228,54,1,15
25706,2141916025,580186868,542,1,15
25707,370477952,370478104,60,1,15
25708,370477952,214092261,119,1,15
25709,370477958,370477952,157,2,20
25710,370477958,214124519,117,2,20
25711,122751902,122752041,22,2,20
25712,122751902,3143370318,45,0,10
25713,122751902,3143370319,64,2,20
25714,702352297,702364052,36,0,10
25715,702352297,702352304,31,1,15
25716,702352297,702364058,40,1,15
25717,702352304,702352313,28,1,15
25718,702352304,702352297,31,2,20
25719,702352304,702364052,14,1,15
25720,702352313,702352315,12,1,15
25722,702352313,702352314,7,1,15
25724,702352313,702352304,28,2,20
25725,702352314,702352313,7,1,15
25727,702352314,702376247,9,1,15
25728,702352315,702352316,4,1,15
25730,702352315,702352313,12,1,15
25732,702352316,702352315,4,1,15
25734,702352316,702364060,27,0,10
25735,370478005,370478025,90,1,15
25736,370478005,214124519,87,2,20
25737,370478005,214092261,85,2,20
25738,247532480,711773913,22,2,20
25740,247532480,2586245662,77,1,15
25741,247532480,2304718102,140,1,15
25742,214109123,781109181,11,0,10
25744,214109123,3238550842,65,2,20
25745,214109123,3366918691,27,2,20
25747,214109123,30385414,638,2,20
25748,356453318,222987367,49,0,10
25749,291965894,591321039,6,0,10
25750,291965894,591321033,8,2,20
25751,370478025,370478005,90,0,10
25752,363400139,2975214868,7,1,15
25753,363400139,363399252,30,1,15
25754,363400139,6273363794,8,2,20
25755,363400141,1888086805,35,1,15
25756,363400141,2975214868,25,1,15
25757,363400141,2975214867,5,1,15
25758,363400142,1888086805,18,1,15
25759,363400142,2353534945,23,1,15
25760,363400142,257506658,23,2,20
25761,370478104,370477952,60,1,15
25762,370478104,370478142,180,2,20
25763,370478104,214092289,95,2,20
25764,2172718107,52510917,17,1,15
25765,2172718107,76459258,170,0,10
25766,122752041,122751902,22,2,20
25767,122752041,122752286,75,2,20
25768,247532603,4716823526,81,0,10
25770,247532603,247532604,15,0,10
25772,247532603,827019327,92,2,20
25773,247532604,247532603,15,2,20
25775,247532604,2173278062,22,1,15
25777,247532605,2173278062,5,1,15
25779,247532605,1960476817,18,0,10
25781,247532606,1960476817,6,1,15
25783,247532606,377540818,28,2,20
25785,370478142,370478104,180,1,15
25786,589499478,589499480,8,1,15
25787,589499478,4520380435,5,1,15
25788,589499478,591392085,11,1,15
25789,781126742,2967053356,86,2,20
25790,589499480,589499478,8,0,10
25791,589499480,4520380437,3,2,20
25792,589499480,589499483,46,2,20
25793,589499483,2339053897,6,1,15
25794,589499483,589473175,4,1,15
25795,589499483,589499480,46,2,20
25796,589499483,6167247310,73,1,15
25797,306383987,3790886018,3,0,10
25798,306383987,3790886016,25,1,15
25799,306383987,52450483,869,1,15
25800,244255898,244255899,65,0,10
25801,244255898,408099013,21,0,10
25802,244255899,458610340,98,0,10
25803,244255899,60096193,72,0,10
25804,244255899,244255898,65,0,10
25805,579407019,5880339361,11,0,10
25806,579407019,3394728757,16,0,10
25807,579407019,579393133,114,2,20
25808,356453558,493051210,35,1,15
25809,356453558,301548221,52,0,10
25810,356453558,3216954875,25,0,10
25811,780995790,54399741,80,1,15
25812,780995790,387153070,17,0,10
25813,3419344105,4283908116,5,0,10
25814,3419344105,4283908114,25,0,10
25815,3419344109,170219402,7,1,15
25816,3419344109,5290706350,19,1,15
25817,3419344113,4283908123,15,1,15
25818,3419344113,5290706352,15,2,20
25819,122752286,122752830,84,0,10
25820,122752286,122752289,73,2,20
25821,122752286,1224869065,57,1,15
25822,122752289,122752291,61,1,15
25823,122752289,122752286,73,0,10
25824,122752289,122752809,86,0,10
25825,122752291,5292513670,8,1,15
25826,122752291,122752289,61,2,20
25827,122752291,122752579,74,2,20
25828,585436522,585436561,47,1,15
25829,585436522,301548232,32,2,20
25830,585436522,2213981043,38,0,10
25831,585436526,585436566,39,1,15
25832,585436526,301548245,37,1,15
25833,585436526,301548239,44,1,15
25834,289607026,1492145770,5,1,15
25835,289607026,711778937,7,1,15
25836,289607026,636754479,342,1,15
25837,363400584,363400852,23,0,10
25838,363400584,5021236291,64,1,15
25839,363400584,363399099,18,1,15
25840,331419020,681205570,67,2,20
25841,331419020,248236928,153,1,15
25842,1679232398,1679232400,31,1,15
25843,1679232398,1679232406,23,1,15
25844,1679232398,1679232405,19,1,15
25845,1679232398,2347267467,3,2,20
25846,1679232400,1679232398,31,1,15
25847,1679232400,2347267466,7,2,20
25848,1679232400,1679232405,23,2,20
25849,1679232400,1679232406,38,1,15
25850,585436561,585436522,47,1,15
25851,1679232405,1679232398,19,2,20
25852,1679232405,1679232400,23,1,15
25853,1679232405,1679232406,16,1,15
25854,585436566,585436526,39,1,15
25855,1679232406,1679232398,23,1,15
25856,1679232406,1679232405,16,1,15
25857,1679232406,2347267468,2,1,15
25858,1679232406,1679232400,38,1,15
25859,579407285,579407287,11,1,15
25861,579407285,257485946,32,2,20
25862,579407285,846569746,66,2,20
25863,579407287,257485948,28,1,15
25864,579407287,579407285,11,1,15
25866,579407287,579408070,13,1,15
25867,122752442,122752289,66,1,15
25868,122752442,122752579,61,0,10
25869,6207245783,6207245784,15,2,20
25870,6207245783,580890038,3,1,15
25871,6207245784,6207245783,15,2,20
25872,6207245784,2189398724,98,1,15
25873,746917396,746912533,4,1,15
25875,746917396,746912521,57,2,20
25876,746917396,746917812,9,1,15
25877,591203865,589720850,16,1,15
25878,591203865,1479930072,94,2,20
25879,122752579,635493546,7,0,10
25880,122752579,122752291,74,1,15
25881,122752579,4236838309,68,2,20
25882,702352970,702352971,119,1,15
25883,702352970,5797722978,30,2,20
25884,702352970,127649149,12,2,20
25885,702352970,702354305,16,0,10
25886,702352971,702352972,13,1,15
25887,702352971,702352970,119,1,15
25888,702352971,4633638477,89,1,15
25889,702352972,702352971,13,1,15
25890,702352972,3218226982,26,0,10
25891,702352972,702378470,37,1,15
25892,363400852,363400584,23,2,20
25893,363400852,4367140159,12,1,15
25894,363400852,6273363795,15,0,10
25895,363400855,3420833599,59,1,15
25896,363400855,6273363795,30,1,15
25897,363400855,2462381389,5,1,15
25898,55905953,579477592,49,2,20
25899,55905953,4264281402,232,1,15
25900,122752679,634785744,10,1,15
25901,122752679,634785679,6,1,15
25902,247533244,247533245,22,1,15
25903,247533244,711772457,27,1,15
25904,247533244,247531546,395,0,10
25905,247533245,247533244,22,0,10
25906,247533245,60653707,155,0,10
25907,5574823719,5587121106,8,1,15
25908,5574823719,144720476,56,2,20
25909,5574823719,5574829221,60,0,10
25910,122752809,122757525,9,1,15
25911,122752809,122757740,9,1,15
25912,122752809,6024429124,9,1,15
25913,122752809,122752289,86,1,15
25914,122752830,122752286,84,1,15
25915,122752830,122756701,6,1,15
25916,122752830,122757523,9,1,15
25917,122752830,6024429125,11,2,20
25918,6084169540,4418536063,19,0,10
25919,6084169540,4418536064,6,2,20
25920,6084169540,3317846711,14,0,10
25921,247533381,1217532924,10,0,10
25922,247533381,60653706,64,1,15
25923,6084169542,1492410220,22,1,15
25924,6084169542,4418536065,58,0,10
25925,6084169541,3317846706,5,1,15
25927,6084169541,3317846712,4,1,15
25929,6084169541,4418535313,9,1,15
25930,2142179147,3790886016,17,1,15
25931,2142179147,3094967060,9,0,10
25932,2142179147,95559042,88,0,10
25933,2142179149,33366848,1142,2,20
25934,2142179149,702351134,95,2,20
25935,2142179149,3790886016,32,0,10
25936,122752887,635499738,8,0,10
25937,122752887,506049786,22,0,10
25938,122752887,5292513670,45,0,10
25939,122752887,6024429122,40,1,15
25940,589500304,144720250,31,2,20
25941,589500304,589501834,7,0,10
25942,589500304,589501832,14,1,15
25943,331419539,250933595,135,2,20
25944,331419539,250933602,79,0,10
25945,331419539,2296608743,35,1,15
25946,331419539,4909776709,79,1,15
25947,746912554,746912555,5,0,10
25949,746912554,746912553,5,2,20
25951,746912555,746912556,6,1,15
25953,746912555,746912554,5,0,10
25955,2672365492,2481930658,27,2,20
25956,2672365492,2672365503,32,1,15
25957,2672365492,2481930660,85,2,20
25958,746917813,746917814,10,1,15
25959,746917813,746917812,14,0,10
25961,746917813,746922547,1,0,10
25962,746917814,746917815,38,1,15
25964,746917814,746917813,10,0,10
25965,746917814,746922547,9,0,10
25966,746917812,746917813,14,0,10
25968,746917812,746917396,9,0,10
25969,746917815,746917816,22,0,10
25971,746917815,746917814,38,1,15
25973,746917816,746917817,3,1,15
25975,746917816,746917815,22,1,15
25977,746917819,746917820,42,1,15
25978,746917819,746917818,4,2,20
25980,746917819,746924331,8,1,15
25981,746917820,746917821,5,2,20
25984,746917820,746917819,42,1,15
25985,746917820,746924331,35,0,10
25987,746917817,746917818,15,1,15
25989,746917817,746917816,3,2,20
25991,746917818,746917819,4,2,20
25993,746917818,746917817,15,2,20
25995,2672365503,250480662,49,0,10
25996,2672365503,250480677,27,1,15
25997,2672365503,2672365492,32,1,15
25998,746917821,746917992,1,1,15
25999,746917821,746917820,5,1,15
26002,746917821,746917993,4,0,10
26003,746917823,746918004,3,1,15
26004,746917823,746917992,27,0,10
26005,746917823,746917993,24,1,15
26006,746917823,746918003,17,0,10
26007,746917824,746917825,2,0,10
26010,746917824,746918010,3,2,20
26011,746917824,746918009,16,2,20
26012,746917825,746917826,2,2,20
26015,746917825,746917824,2,0,10
26018,746917826,3729981790,16,2,20
26019,746917826,746917825,2,2,20
26022,746917826,746917827,16,2,20
26024,746917827,746917828,6,2,20
26027,746917827,3729981790,1,2,20
26028,746917827,746917826,16,1,15
26030,746917828,746912570,3,1,15
26032,746917828,746912569,3,1,15
26034,746917828,746917827,6,1,15
26037,291966932,448076961,37,2,20
26038,291966932,291966939,69,2,20
26039,746912563,746912564,6,1,15
26041,746912563,746912562,6,0,10
26043,291966939,448076960,36,2,20
26044,291966939,368094019,59,2,20
26045,291966939,5957906945,9,2,20
26046,291966940,5957906941,12,0,10
26047,291966940,767747204,11,1,15
26048,36824712,36824713,27,1,15
26049,36824712,1883787547,33,1,15
26050,746917852,746917853,5,1,15
26053,746917852,746912607,11,2,20
26055,746917852,746917966,4,1,15
26056,746917853,746912604,2,0,10
26058,746917853,746912603,3,1,15
26060,746917853,746917852,5,1,15
26063,36824713,3863773230,29,1,15
26064,36824713,1883787530,32,2,20
26065,36824713,1883787547,33,0,10
26066,36824713,36823160,84,1,15
26067,1224854817,1224854728,29,1,15
26068,1224854817,1224854748,17,1,15
26069,1224854817,1224854787,17,0,10
26070,36824731,3142873405,19,1,15
26071,36824731,578120596,71,0,10
26072,746912584,746912585,5,1,15
26074,746912584,746912583,6,2,20
26076,746917965,746917967,4,1,15
26077,746917965,746912859,2,2,20
26078,746917965,746917966,16,0,10
26079,746917966,746917965,16,1,15
26080,746917966,746917968,4,2,20
26081,746917966,746917852,4,2,20
26082,746917967,746917969,5,1,15
26083,746917967,746917965,4,2,20
26084,746917967,746917968,16,0,10
26085,746917968,746917967,16,0,10
26086,746917968,746917966,4,1,15
26087,746917968,746917972,5,2,20
26088,746917969,746917979,5,2,20
26089,746917969,746917967,5,2,20
26090,746917969,746917972,16,0,10
26091,746912586,746912587,6,0,10
26093,746912586,746912585,5,2,20
26095,746917972,746917969,16,1,15
26096,746917972,746917968,5,0,10
26097,746917972,746917991,5,1,15
26098,746912588,746912589,5,2,20
26100,746912588,746912587,5,1,15
26102,4269477976,597547959,13,1,15
26103,4269477976,593991656,20,1,15
26104,4269477976,597547937,17,0,10
26105,746917979,746912860,3,2,20
26106,746917979,746917969,5,1,15
26107,746917979,746917991,16,2,20
26108,746912589,746912590,6,1,15
26110,746912589,746912588,5,1,15
26112,746912590,746912591,6,0,10
26114,746912590,746912589,6,1,15
26116,2177831011,5424203859,5,0,10
26117,2177831011,5424203858,54,2,20
26118,2177831011,2385138108,113,1,15
26119,2177831011,5424203856,59,1,15
26120,2177831012,2385138108,1,0,10
26121,2177831012,2347234664,152,1,15
26122,2177831012,3793626740,377,2,20
26123,2177831012,575539547,39,0,10
26124,2177831015,2385138108,3,2,20
26125,2177831015,2347007256,49,2,20
26126,2177831015,5424203859,113,1,15
26127,746917991,746917979,16,1,15
26128,746917991,746917972,5,0,10
26129,746917991,575570532,73,1,15
26130,746917992,746917821,1,1,15
26131,746917992,746917993,4,1,15
26132,746917992,746917823,27,1,15
26133,746917993,746917992,4,2,20
26134,746917993,746917821,4,1,15
26135,746917993,746917823,24,1,15
26136,331419757,2249570202,2,0,10
26137,331419757,248746980,23,1,15
26138,331419757,5221302213,46,2,20
26139,746912593,746912594,5,1,15
26141,746912593,746912592,5,0,10
26143,746918003,746918004,17,1,15
26144,746918003,746918005,5,1,15
26145,746918003,746917823,17,2,20
26146,2177831028,6202471425,8,1,15
26147,2177831028,54560946,94,1,15
26148,2177831028,6202471447,66,2,20
26149,746918004,746918006,5,1,15
26150,746918004,746917823,3,1,15
26151,746918004,746918003,17,0,10
26152,746912594,746912595,5,1,15
26154,746912594,746912593,5,2,20
26156,746918006,746918007,5,2,20
26157,746918006,746918004,5,0,10
26158,746918006,746918005,16,1,15
26159,746912595,746912596,7,2,20
26161,746912595,746912594,5,0,10
26163,746918005,746918006,16,2,20
26164,746918005,746918003,5,1,15
26165,746918005,746918008,5,1,15
26166,746918007,746918010,4,1,15
26167,746918007,746918006,5,0,10
26168,746918007,746918008,16,0,10
26169,746918008,746918007,16,1,15
26170,746918008,746918005,5,2,20
26171,746918008,746918009,5,0,10
26172,746912596,746912597,7,0,10
26174,746912596,746912595,7,1,15
26176,746918010,746917824,3,1,15
26177,746918010,746918007,4,0,10
26178,746918010,746918009,16,2,20
26179,746918009,746918010,16,2,20
26180,746918009,746918008,5,1,15
26181,746918009,746917824,16,1,15
26182,746912597,746912598,7,0,10
26184,746912597,746912596,7,1,15
26186,746912598,746912600,7,1,15
26188,746912598,746912597,7,2,20
26190,746912600,746912601,6,1,15
26192,746912600,746912598,7,1,15
26194,233246902,2555393251,28,1,15
26195,233246902,401505830,31,2,20
26196,233246902,31477170,68,0,10
26197,579408070,579408534,75,1,15
26198,579408070,579407287,13,1,15
26199,579408070,579410717,18,2,20
26200,4754313429,2776664747,26,1,15
26202,4754313429,2776664754,76,1,15
26203,4754313429,4405283289,400,1,15
26204,746912613,746912614,5,2,20
26206,746912613,746912612,6,1,15
26208,746912614,746912615,5,2,20
26210,746912614,746912613,5,0,10
26212,4419686624,1725216360,74,2,20
26213,4419686624,4419686625,12,1,15
26214,4419686625,4419701254,32,0,10
26215,4419686625,4419686624,12,1,15
26216,4419686652,1899262802,26,1,15
26217,4419686652,137180950,14,2,20
26218,746912625,746912626,5,1,15
26220,746912625,746912624,6,1,15
26222,746912626,746912627,5,1,15
26224,746912626,746912625,5,1,15
26226,746912627,746912628,5,0,10
26228,746912627,746912626,5,0,10
